"text","positive","negative"
" I know! D: I finally got my component cables for the PS2 in the other day and instead of playing P3:FES I played OoT.","1","0"
" Good Morning Chairman of the board! www.youtube.com/watch?v=ivFM0pYyUcy its a living thing....!","1","0"
"I was the blue  lol http://twitpic.com/67zgz","0","0"
"wondering what on earth is this new tools for","1","0"
" silly wendy. You know I don`t speak French  just a few more hours to study before this ride begins!","0","0"
"Happy Mother`s Day to all of the mothers and mothers-to-be  My mom is getting a special gift from me today","1","0"
"Rose City Sirens were uber cool last night!  Wish I could have stayed longer","1","0"
"is starving & has a chem quiz due at noon","0","1"
" A hungry fool. Ill probably never see that Krispy Kreme again. Had to enjoy it. They closing down","0","0"
"weebo is dying","0","1"
"Getting ready to go to #Brighton to find myself a new suit from #GreshamBlake - Sunday = me time","0","0"
"this chipotle line is out the door! but I really want it!!","0","0"
"Great cover  ? http://blip.fm/~5jq9o","1","0"
" can u follow me please","0","0"
"Hmm... I should go make a time machine to go forward to 12:00 God im genius.. Oh yeh i dont no how too...  x","0","0"
" I`m on my way...!","0","0"
" It was blatently your fault for just shoving it in the bag when I said no  I felt that you had very much tricked me. ****","0","1"
".  Will have to try.  Our Pei Wei closed so I can`t try there.","0","0"
"i likee you  a lott lott .  think you really hot hot (8) good night","1","0"
" I don`t think I`ll ever have one of those again","0","0"
"#BGT  Piers shouldn`t have buzzed when the little girls were singing","0","1"
"Sigh only 1 problem though i need to call Stooopid LIME aka Cable and Wireless and have them reconnect my interent 2 day without net  sads","0","1"
"Rejecting all food substances.","0","1"
"Decided that no matter how good my hair looks curly it doesn`t justify the burn I get from the curler! My hands covered  I suck at it!","0","0"
"May the 4th be with you! Happy Star Wars Day twirps!  ROFL","1","0"
" we can`t wait to see you too! pls come back to iowa it isn`t the same at the theatre","1","0"
" Hey! Polka dots or black dress. Both very glam. Mobile twitter`s a bit **** at the mo.","0","0"
"I need food. It took an hour to get to work this morning. Leaving me no time to get my morning coffee and bagel","0","0"
"HAPPY MOTHER`S DAYYY!","1","0"
" what? whyyyy?","0","0"
"on the phone w. Chantellie ! <3","0","0"
"_Diva_Dee26 teehee Im glad to entertain ye","1","0"
"is going to work an amazing charity event for big brothers big sisters. i don`t mind working if its for a good cause","1","0"
"time to get to work. i`m already starting the day off bad. missed the UP screening  this morning at the el capitan","0","1"
" I think is The parent trap & High school musical!!","0","0"
"just woke up...feelin a lil better  <3","1","0"
"  thanks!","1","0"
"Starting to spoil my pug since her brother Max passed away on Tuesday. We miss him.","0","1"
" prolly E71... I can`t think of anything else and I`m unfortunately not a Singtel customer","0","1"
"My Chemical Romance Official Sodahead Profile  http://www.sodahead.com/mychemicalromance/","0","0"
"miss 16`th","0","0"
"Morning...I woke up to watch  on the Today show. You rocked it girl. Wish I could have been there. So close but so far away","0","0"
"which was so UNLIKE the POs in oakland. they hated me","0","1"
"@_supernatural_ http://twitpic.com/6695k - Awwww poor boys! *cries* So sad..","0","1"
"My boss called me anerexic","0","1"
" Tataindicom is not as good as Tatasky  Airtel broadband is better.","1","0"
"is home whoott. Happy Mother`s Day Madre","1","0"
"has finally started his serious revision - has just completed an english BG mock","0","0"
" oh great!  hope you`ll have a blast there! ;)","1","0"
"i feel like I`m on house arrest.","0","1"
"I need some cheering up","0","0"
"Joan is such a legend! I can`t wait for apprentice finale!!! im so addicted i think i need a rehab!! LOL tweet later..  xoxo","1","0"
"I really miss my phone  i cant wait till my new one comes","0","1"
"Dinner=Buffalo burger with provolone cheese melted on top with beefsteak tomatoes and spinach. Divine. Pic on facebook to come.","0","0"
"how do I vote for Mr twitter universe??? I`m a bit stuck","0","1"
"got a little scare tonight. couldnt fall back to sleep. so i started working on my digital imaging project. looking good.","0","0"
"sitting in bed thinking","0","0"
"will be attending CIC`s parents` orientation tomorrow...need to wake up early","0","0"
"http://twitpic.com/4w269 - My 789 pacman pic","0","0"
" haha! nice! Have fun doll! Hopefully I`ll see ya soon! I miss ur face!","1","0"
" you are such a beautiful bride! you`re gonna love the married life. it absolutely rocks! congrats to you both.","1","0"
"_Doll Yes! I live in Milwaukee and would love to attend a closing talk","1","0"
" Thats good!  Keep it up guys! Would love to come down and visit sonetime","1","0"
"just met Sarah Kelly... wow... she is an amazing woman of God!  and she gave me a free t-shirt!  gotta love free merch","1","0"
"  what I said!    I`ll have to think about it and try again!","0","0"
"it should be.. not a wink >.<","0","0"
"Just got out of work","0","0"
" Poor dear. Your fellow **** mavens have been there.  What gym do you belong to? PEAC?","0","1"
"Ugh. Waiting for a visitors pass to get on post.  taking FOREVER!","0","1"
"Carol Vorderman cancelled her interivew with me... so now I have no proof against all you non-believers!","0","1"
" awe thanks","1","0"
" I really want a Shish kebab... Going to have to settle for toast","0","0"
" DEMI YOU WERE SO PRETTY WITH YOU`RE BANGS AND EVERYTHING .YOU LOOK TOO GROWN UP IN THIS PICTURE  i liked your bangs.","1","0"
"My computer is SO slooowww this morning.  I think it`s a sign that I should go home and play in my yard.","0","0"
"$4 lonestar pitchers at  ?  If only I wasn`t still recovering from last weekend`s bout of irresponsible gluten consumption","0","1"
"My back is soooooo hurting.","0","1"
" hi Nick! I really like the serie JONAS  it`s awesome! See you soon in the concert! kisses - Marta","1","0"
"OMG..5 days till 1st state exam!","0","0"
"I am sick  but Ians coming over so its all good ;)","0","0"
" *hugs hugs hugs* I`m glad you`re feeling better.","1","0"
"Guinness got 2 `new` toys from mom and dads house.  Hooray for free stuff","1","0"
"But he has an out of date script. That`s really bad. So midway thru his pitch we catch it. He gets all butthurt and storms out. His loss.","0","1"
" hahaha that was funnyy!","1","0"
" lol.well.hope you find someone to give you a massage  wish i could but i`m half a world away lol","1","0"
"whopee TGIF   that was more fun when i had a job","1","0"
"May the 4th be with me today as I round off the weekend with one more session - happy 4th y`all from the Fintster","1","0"
"Awwwwwwww man my baby dried up.","0","1"
"I did that once","0","0"
"_Read perhaps it is all those background apps!","0","0"
"god... im suffering greatly... having no hair + sitting in blazing sunshine = v v bad sunburn","0","1"
" dope background","1","0"
"@_micster  How the hell does your hair not fall out constantly?","0","1"
"Chatted with my old schoolmates. Awww  I miss my Highschool.","0","1"
" rentaphone  yesy have","0","0"
"Applying for part time jobs.  LMAO Hopefully someone needs some help. ~AP~","1","0"
"Roommate is sssnoring :/ And my throat is so dry","0","1"
"sick on wifes bday= double","0","1"
" what if we are in England?  x","0","0"
"i want candy!!!","0","0"
"Varsity Fanclub will never be the same!!","0","0"
"_ Hahaaaha","0","0"
"bout to take a shower.... a cold shower","0","0"
"Just watched 'Marley & Me.' Cute movie. Going to watch 'Twilight' soon!  Love it!","1","0"
"dammit! hulu desktop has totally screwed up my ability to talk to a particular port on one of our dev servers. so i can`t watch and code","0","1"
"Flypside - When it was good..i must creat my presentation in english  by guys ?","1","0"
"work work work!","0","0"
"  requested the date - and he is the guest of honour after all...","0","0"
" Miss you!!","0","1"
" gables apartments has corporate and their nice.","1","0"
"Finally reunited with my Hunny bunny_0802 I have him for a few days b4 he leaves me again for another week away @ work  night!","1","0"
"nature has just called me  BRB","0","0"
"new on twitter","0","0"
"is sad she is going to miss the Dream Team party... but i didnt RSVP in time.","0","1"
"_christie keep the faith it`ll be over soon","0","0"
"Leaving SF soon. I just might cry.","0","0"
"Man with a great sense of humour... Venky Pachad?","1","0"
"Happy to have a Sunday off from work","1","0"
"aww bless her  give her a chance ..","1","0"
" is it in crowntown? i think i may just meet you there? let me get ready and ill let you know","0","0"
"I is goin to bed now","0","0"
" I`m not goin have a way out there til b.dix gets off  but we swimming tomorrow !","0","0"
" 'Thank god you didn`t go **** until after you had me...'","0","0"
"This is California it has to be sunny... But its not ::::: makes me kinda sad","0","1"
"my new picture won`t upload!!!","0","1"
"She had a boyfriend","0","0"
"ans so the lion.......kicked the dogs ****!!!!","0","1"
"walking by the water in annapolis with froyo and no shoes","0","0"
"_Phelps hello michael  have a nice day","1","0"
"It`s Friday and I don`t have a job for the weekend","0","0"
" love it!","1","0"
"I got overexcited about pizza and burned my mouth.","0","1"
" thank you. We had a blast","1","0"
"Why don`t we close the library due to the great weather?  And the ac isn`t working  #fb","1","0"
"_Obsession lol but its only gonna be 80  the water will prob be cold as heck...","0","1"
"as we were disembarking @ Tswassen we saw a pod of killer whales ^^ i`d just finished pointing out that i`d never seen bc killer whales.","0","0"
"At t.g.i fridays  With some of my favorite people ever.. We made a reservation for 20 and we have like 50 people here. Hahah","1","0"
"  I love your tweets... Your sweet","1","0"
"I smell cake but I don`t see any cake on the oven!","0","0"
"I am the queen of losing things. Important things like keycards and bus passes.","0","0"
"GREG NOOOOO DON LEAVE ME  U SHUD HAVE GONE THROOOOOOOOOOOOOO!!!!!! im gonna find u restaurant don`t worry lol  cry cry cry","0","1"
"Going to be a strange weekend. Probably srtarting off with working til midnight tonight","0","1"
"Why do you hurt me? Does it bring you joy to see me cry? You know I love you more then anything and yet u break my heart everyday!","1","0"
" A 25 year old zebra with wind? Lol","0","0"
"stupid playstation! stupid controllers don`t work so I can`t play kingdom hearts.","0","1"
"@_juliamarie people just don`t appreciate nature. it`s sad. did the lil dude survive?","0","1"
" ugly. What programmes do you have open?","0","1"
" That would panic me a little!  Maybe you can read on an orbitron at the gym like I do...when all else fails?!?","0","1"
" you called me? didn`t get that.  nest time for sure. maybe i`ll come to LA soon. i hella wana go to Disneyland.","0","0"
"so much to do by 1 pm. i don`t think i`m going to get it all done","0","1"
"gooooood morning","1","0"
"goodnight all in the twitterverse","1","0"
" awwwwweeee nick","0","0"
"At hospital.. Uncle is in surgury after heart attack","0","1"
" I see. I guess there must be lots of Hawks fans in Texas on twitter.","0","0"
" Thats ok...ur a good person + My Idol soo good people deserve sum good comments..hows the weather ova der --London is cold","1","0"
"eating maccies","0","0"
"constantly looking at the clockkk..come on 11pm!","0","0"
" yup .. sad eh .. Betty man .. it should have been betty","0","1"
" haven`t worked there for a long time but kinda miss it! I miss anna  seen her? i`ll prob be in SLO most of the summer! you?","0","1"
" I`m going to jordan & jeffs wedding next weekend in atl.","0","0"
"Beautiful day on Ocracoke just hope the thunderstorms stay away this afternoon...it`s not looking good","0","1"
"Walmart opening its first store in Amritsar tomorrow (of all places)...the horror..hoping its limited to wholesale","1","0"
"yay dad agreed to pay for my tuition and equipment! yipee not till nxt jan tho","1","0"
"has just booked her appointment to give blood 18:20pm 2nd June! Scared","0","1"
"Just chillin`.. I`m a bit bored boohoo  !","0","0"
"I miss you","0","1"
"EVERYONE KEEP CHECKING DEMISTYLESOURCE.COM....NEW UPDATE COMING SOON!","0","0"
"its sad that the rats are becoming aggressive against the guinea pigs. I have to seperate them.","0","1"
"Great to be sunbathing in my garden.  And this afternoon I`ll be watching ADO to see if they can win this important match (on tv).","1","0"
"Daddy just left.................without me  http://yfrog.com/13pdrmj","0","1"
"chillin after a LOOOONNNGGG day of basketball  hella tired sleepy time zzzz","0","1"
" i`ll try sort that fabric out for you today...been a busy bee!","0","0"
"I`m really happy...and drunk  but really happy","1","0"
"Tom graduated today","0","0"
"just got back home... bored now","0","0"
"why the hell is youtube not working???  NO NO  NO NO   NO  NO NO NNO NO","0","1"
"words to live by  ? http://blip.fm/~5z3ij","0","0"
" dw you never will  ****","0","0"
" i didnt get the joke","0","1"
" Yeah. About **** time. My film SLR just sits there quietly being ignored. It`s time to step up!","0","1"
" where`s the love?","0","0"
" they`re getting back together for one more album.. or so i heard.","0","0"
"_normal Shucks!  Sorry!  Sometimes I get wrapped up in FB and forget to check  how you doin`?","0","1"
"I missed the  announcement   Something about being flow out for a concert? Can anyone fill me in?","0","0"
"Happy mama`s day to all the mamas.","1","0"
"_DESIGN allright! Looking forward to it..","1","0"
"@_erica /hugs those are the worst. Mine used to be really bad on the first day..sometimes can`t even get out of bed.","0","1"
" sorry love had no left overs  but come through sat @ mi casa for ton`s birthday! we`ll have tons of food","0","1"
"Had so much fun with jï¿½ and family  Happy bday my beautiful aunt! s2","1","0"
" ouch","0","0"
"TGIF!! Its a GORGEOUS day in Reno today. And I`m stuck inside.","0","0"
" not having your lights on concerns me! Lol! Stay safe!","0","0"
"leave for calcutta-delhi-lucknow tomorrow...10 days of absence!!!","0","0"
" I love you too baby  see i`m cool now!!!","1","0"
" it`s really gutwrenching.  So sad","0","1"
"this week has been awful.","0","1"
" LOL yeah  I forgot about your TweetDeck statuses! So funny","1","0"
" Hey it`s that old writing avoidance  Write 1 continuous flow non stop 4 10 mins=trick I use 2 loosen up gremlins!","0","0"
" Not that funny! I wont jump","0","1"
" sounds like a great idea.  wish I could make it","1","0"
"ive spent a lazy day today finding some interesting people to follow  its reinforced the saying... it takes all sorts of people ...","0","0"
" it would be so fun.  too much to do.  not enough time or money.","0","0"
" aw  were sad you had to leave tokyo. come back.please","0","1"
"Stupid hand. Have A2 and flop nut low and top pair. But guy had also out low and out flush. Quartered.  at 5900.","0","1"
"awe.. gotta go.. my mom commands me to sleep already..","0","1"
" CLAY AIKEN? GET ME AN AUTOGRAPH!","0","0"
" Morning Chip - loved the new html format on your ezine.","1","0"
"Long to-do list. Little desire to do it all.","0","1"
"Off to bed .. Nighty night everyone","0","0"
"done with the packing and everything else ... leaving in 3 hours ...","0","0"
"I think today I shall listen to some Gary Numan before starting some remixes","0","0"
" Well I will send out an email and you all can pick your fave cake and ice cream flavor  and the 'cup' part is belgian chocolate","0","0"
" i know its awful  but never fear i`ve got loads of funds so we can have a drunken catch up post-exams ja?","0","0"
"finish some sketches und then go out an skate! Yeeeehaaa! got a new deck","0","0"
"Download Backseat Goodbye`s latest album for FREE!  http://freecd.backseatgoodbye.com/","0","0"
" i take it you`re not a fan","0","1"
"i have no followers","0","0"
" Wow- you are sharing some of my long list.","0","0"
"Hubby needs a vacation  Thank God we`re leaving for Myrtle Beach in a week!","1","0"
"I just watched my favorite movie 'A Walk to Remember' its so romantic and sad i just love it","0","0"
"Sad babies make for angsty writing","0","1"
" Dude you are awesome","1","0"
"Went to see Wolverine with the husband (who is off work today) - was pretty good","1","0"
" Just got it a few hours ago! So not yet!","0","0"
"I`m an incredibly happy person with 100% energy. Love to dance & laugh...the only thing that I know.I`m one of the most down to earth ppl","1","0"
"Just had a lovely walk with my dog ( all on my own! )...In the dark  But it was a nice walk though HEHE x.","1","0"
" ME TOO! hehe i hate colds. totaly annoying...","0","1"
"About to get my wisdom teeth pulled!","0","0"
"On my way to work! I`m runnin late and I`m sooooo tired!","0","1"
"trying to plan a huge birthday party by myself","0","0"
"May the 4th be with you","0","0"
"Why are embossers so expensive? Can I do get one on the cheap? Trying to save 75%. Papersource order goes in TONIGHT. Sry bank account","0","0"
"Sometimes i feel pathetic going to bed so early. Oh well.  i TOTALLY get clam chowder tomorrow! =D","0","1"
"good morning twiggas and twitches  http://bbltwt.com/sciif getcha motivation on","1","0"
" haha..yeah..10th of May..lol..im greeting in advance! haha","1","0"
"listening to those litle hyperbirdies terrorizing the world since 4.30! lets cook em","0","1"
" i was in front of u the other day i waved and u didnt  off to eddie izzard now!","0","0"
" love it! Really its simple i think of a word and put twi on the front i should be more clever","1","0"
" have a safe flight...","1","0"
"@ Sly party enjoying life  partying tonight.....maybe?","1","0"
"  not even a little bit biKnightual  (ha ha... tweedeck doesn`t see the spelling problem with BK....ha!) but love it anyway.","0","0"
" no.  and she was suggesting it for loan deferment","1","0"
" I told u I tried but 88 said it was 2 late  cause the girl I was with took 4ever 2 get ready. they wanted to meet up by 11.","0","1"
" you traitor  whiskey and coke is my aphrodisiac","0","0"
"is still working  #fb","0","0"
"Got my attics w sadie art work included  good times just broke my head phones bad times still happy buy attics!","0","0"
"Being followed by compliance.  Great.   Have to watch what I say now.","1","0"
"to the people i was txting... sorry phone is dead and i can`t resurrect it.  hopefully verizon will replace it and i`ll it back by tonight","0","0"
" hehe  now im smiling... but u still gotta make it up to me","1","0"
"i just fell going into my house.. not fun","0","1"
"Just got a shot on my arm. Eww.","0","0"
" So sorry I missed it!","0","1"
"Going home to get clothes","0","0"
" (votes) sadly no.. but did you vote for my log yet?  I`m gonna vote for yours","0","1"
"i cooked breakfast for my mom  HAPPY","1","0"
"missing ontario..","0","0"
"had my lip pierced for about 30 minutes.  and then it died.","0","0"
" I was thinking the swine markets are in decline. But since we can`t say that anymore...","0","1"
"They just admitted my grandma to the hospital... Shes my only last one  please pray for her","0","1"
"tried  to sleep but i cant bout 2 call tisha","0","1"
" I love colorful horsies!","1","0"
" Morrissey cancelled on me","0","1"
" Check out my latest FB post.  (Things I want to happen). I don`t think you can miss it.","0","0"
"_estep I am glad you are getting into your twittering","1","0"
" Aww ya not showing off all us mums should be proud of ours kids and let everyone know it","1","0"
"I miss nicc today.","0","1"
"_of_Twtr Beautiful!","1","0"
"On my way to work wish I had more days off","1","0"
" discover a whole new beautiful you","1","0"
"Our Christian mobile directory is running! Just a month old  Visit http://tiny.cc/caribdir","0","0"
"Y AM I STILL AWAKE!!!! SMH.... THIS SUCKS!!!","0","1"
" thanks so much for that!  i will most definitely pass that along to my amazing mother...","1","0"
" yay!","1","0"
" ahh i love u! u got a twitterrr","1","0"
"Ugh... Waiting.... Interminable...","0","1"
" it didnt  - from research the traffic in this beautiful system of twitter is approx 100msg/second.. mine only grabs 6msg/sec","1","0"
"feel like ****.....and will continue to for as long as it takes","0","1"
"Greenville for the weekend for my best friends birthday and leaving way later than i wanted...","0","0"
" i work in youth justice","0","0"
" where were u?  (via ) - Meetings...","0","0"
"Ahh! my right kidney hurts soooo bad!!! Ooommmmggggg!!!!","0","1"
"Been invited to join a group in Second Life called 'Ballistic Autistics'.  Cute name.","1","0"
"Type cold in my room","0","0"
"Okay gots to go and now for the first time since it started will miss the Block Party on ","0","0"
"had an awesome time with  and ","1","0"
" if only  wouldn`t have some fiftythousand followers... hugh laurie`s just a needle in a haystack now!","0","0"
"Made a seamless connection to Toro Toro Quebec Two.","0","0"
" Good!! Busy as heck but good. Feeling yucky at the moment.","0","0"
" Poor you. I`m off on Bank Holiday Monday today too","0","1"
": Chillin` at home-watching a movie on tv & making some 'healthified' streusel coffee cake.","0","0"
" Thanks  New work will arrive in a few weeks","1","0"
"Me hice una maruchan","0","0"
" hey guys it`s leann. . i dont know if you remember me but i just wanted to say that i`m very excited to see you guys go far","1","0"
"going to the beach today","0","0"
"Just paid my bills now I have no money","0","1"
"http://twitpic.com/4jfkw - AFC! Oh yess","1","0"
" how is your coding going?","0","0"
"aaahhh...just woke up! feels good to sleep in on a monday!!!","1","0"
"I hope my mom enjoys her Mother`s Day gift","1","0"
"i hate not being able to twitterize on my cell phone  oh well","0","1"
" ommg gurll why aren`t u going how sad","0","1"
"I think you are super cute...","1","0"
"Damnation. I just woke up.","0","0"
"I don`t know how to quit you-brokeback mountain","0","1"
"_**** I do!  I`ll probably get fired if I do though","0","0"
"just got home. went to totoro cafe (finally) for the first time ever. i liked it! what a colorful place. such a happy atmosphere","1","0"
" thnx babe  just call me when u finish it....","1","0"
"Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.","0","1"
"im seeing the hannah montana movie again today","0","0"
"Seeing people today made me realize I really miss someone. But I also miss my grandpa he`s been gone 17 years  oh! but my moms mamagra ...","0","1"
" SCREAAAAAAAAAAAAAAAAAAAAAAAAAAAAAM - never freu you zu frï¿½h","0","0"
" nope  i`m bored and hungry.","0","1"
" I hope you like your new sat nav","1","0"
" tx me i have a new fone and i dont have anyones numbers","0","0"
"About to clean my room","0","0"
" wish  was coming too  I guess we can make time for you though if we have to ;)","1","0"
" my your rather random.","0","0"
"_morley LOL I love your kids","1","0"
"Good Morning Everyone","1","0"
"cant fall asleep","0","0"
"i`m lonely.  i need some hug.","0","1"
"Im eating a salad  and rember to comment my new myspace pictures plz?","0","0"
" two. Just going to visit someone","0","0"
" Why I aint on ur #FF list? im hurt","0","1"
"i thought it was already winter. turns out winter has even started","0","0"
" yayy! i cant wait to see them!","0","0"
"Yay! Power = on! Phone = charged. It`s hot","0","0"
" that frenchfry-corndog looks so delish! I WANT!!  Welcome back to Seattle!","1","0"
"a bacon roll and a tea and the (hack)day is your friend  #openhacklondon","0","0"
" people are pathetic  how do u know some one is trying?","0","1"
" Thanks! That will be you in October","1","0"
"Is going to sleep not peaceful  wanted to hear him say Good Night but that didn`t happen  Good Night everyone....","0","0"
"Dad just gave me his old BlackBerry. Not that old... But it doesn`t even have a scroll ball. I want that Bold.","0","1"
"Work out. Now actual work","0","0"
" just looked at your hotel web site..what a place   but they do massage  and thats my job..  lol  lol","0","0"
" internet billing with fee of 30% and only in 13 countries and a setup cost of 5000 for usa alone","0","0"
"it is always sunny on days when i can`t possible be outside.  life is out to get me","0","0"
"Six feet under theme is on jjj","0","0"
" ur gonna be missed you know  but i hope things will be better for you","0","0"
"wooo...my luck is done","0","1"
"  yer it is...poor little ****  but she well doesnt deserve the stick off everyone! cowell once again going against producer","0","1"
"happy mothers day to all moms out there!!","1","0"
"I do not feel good","0","1"
" i wannabe in dubai","0","0"
"still needs another 6 hours of sleep","0","0"
"Scrubs tonight (8.00pm). woo!","1","0"
" haha so your having father daugter bonding time? Lol anyways I g2g work get on msn later I`ll be bored  x","0","0"
"Sweet! When are they going to be publicly available?","1","0"
"grinning like a Cheshire cat.... ....happy as hell. they made my day  ??","1","0"
" hahahaha! i haven`t been out with my friends since sunday! i`m so lame","0","1"
" suck it up","0","1"
" what`s going on sweetheart?","1","0"
"What a dreary day in LA. Where did all our sunshine go?","0","1"
"have you ever met a guy thatv was everything you want and need but you never really went for it w/ him ? g`nite Daddy","1","0"
"  OMG Ur alive!!! LOL  2day has gone sooo slow  I`m going insane Grrr You doing anything tonight?","0","0"
"I AM OFFICIALLY CELEBRATING MY 400TH TWEET. Wow! I am so proud  Its great.","1","0"
"My phone does not work in the DONS","0","1"
"who has a day long text conversation? me.","0","0"
" hey dave im just up in the UK and first thing i done was put RR on  could u play ill be there new kids on the block thanks","0","0"
"  boo. I used to live in upland... Have funnnn","1","0"
" am I not good enough","0","1"
" Knight...sweet dreams.","1","0"
"I`m sick!  it sucks! IM me! ohbabayy33","0","1"
"Just got my marks...  BCIT is the death of me I swear!","0","1"
"GrimeStopper loss  client lost their job so we did too. Hope the quote later today turns into more work. Drowned my sorrows w a huge h ...","0","0"
"Dang baby i love you ma","1","0"
"So wish the Carlton game was on live  stupid channel 7 lol.","0","1"
" Why can`t you? Are you rooting for Ali in the Twitter war?","0","0"
"So finally.. It`s raining in Delhi","0","0"
"Just sittin here listenin to music.  Follow Me?","0","0"
"Off to bed. Only one more day left at school before i get to go on holidays. Yay!! Finally. I am getting sick of school... LOL!","0","0"
"Turn over report...done","0","0"
" were you roaming?? Same thing happen to me  so I switched to AT&T.","0","0"
"plus.. janessa hurt my feelings","0","1"
"Forgot my power cable at home today","0","0"
" I`m doing all of Russia today! Because I`m cracking on with Economics tommorow  I`m retaking aswell :/","0","0"
" Hey! whats up? Im just at the library right now and the comp is about to sign me out","0","0"
"Gahh ! This weather sucksss !","0","1"
"it`s friday night. i`m home. no party this weekend","0","1"
" Maya Kibbel DOES NOT have a facebook or myspace page","0","0"
" keep telling yourself you`ll feel better by doing it and tomorrow can be a lazy day... it is Sunfay afterall  (Excuses.)","1","0"
"Damnit. I have run out of candy coated books.","0","1"
"  ahhhh it won`t let me watch the video on my phone","0","0"
"I WISH I LITERALLY COULD **** JUST ABOUT EVERY **** IN THE WORLD...IMA NYMPH","0","1"
"#Java is not working - hmph!  Can`t upload photos to #Facebook.","0","1"
" thats not really fair. I mean you just up and leave like that and you dont even give us a party  So when you coming back or  ...","0","1"
"  that`s bad luck!","0","1"
" OR... Something to do with all the Red Bull?  Hmmm. You think maybe?","0","0"
" Listened to it again coz you reminded me. This is so depressing.  ? http://blip.fm/~5joo9","0","1"
" Follow me honey","0","0"
"is so glad the weekend is here. Only one more week left of school with my kids.","1","0"
"wow I just had a two hour conversation with someone on omegle. it was amazing","1","0"
"my pic is back..  out of the blue..","0","0"
" oh no! Poor thing keep us posted.","0","1"
"  they closed the voting...all u can vote for now is best movie  Hope you win it! My 4 y/o Daughter lovesss 2 sing 'The Climb'","1","0"
"http://twitpic.com/4wah5 - haha that`s right","1","0"
"HAPPY MOTHER DAY TO ALL THE MOTHER`S IN THE ENTIRE WORLD WE DESERVED A DAY JUST FOR US RIGHT...","1","0"
"Why is it that America celebrates mother`s day on a different day to England? Anyhooo...Happy Mother`s Day 2 All American Mumzys!  x","1","0"
" uuuugh  i hate everything","0","1"
" Thank you. I needed that","1","0"
"Work in a hour","0","0"
" how`s the baby fever","0","0"
" ok i got you! Knight!","0","0"
"@_lightmare There are like six that hang around my house. If you can get it to come up to you... you can keep it.","0","0"
"Somehow I have yet to accomplish a **** thing.","0","1"
"I wish my sister lived near me","1","0"
"I`m so lost without my laptop. And no break again for me today. Made even worse that the 2 big bosses of skipton showed up today","0","1"
" such a dissapointment  hhaha","0","1"
" Aural goodness","1","0"
"Wow Derek Rose got a next student to do his SATs.  so what now? He can`t play no more?","0","0"
" who will we make fun  of?!?!","0","0"
" i just drove past your hotel  wish u was ere. I`m thinking a december trip for a real white xmas!!","1","0"
" heyy sweety  how did it go at advanced training? waht r u doing?? *hugz*xxxxxxxxxx","0","0"
"Sorry for the delay in publishing this weeks show  Some technical difficulties during encoding. Will be out asap but may be Saturday.","0","1"
"I am using an on-screen keyboard","0","0"
"I`m having a problem with my photo here in twitter amf!!!...can`t see my face!","0","1"
"Our Quinn puppy got a sick.","0","1"
"I feel sorry for male singers.  they are never gonna be as great Zac Hanson! Pooorr fellas","0","0"
" u no there was no point pointing it out yesterday and ppl had 2 wait til midnight .... they were kinda pissed","0","1"
"feels guility . sorry `bout that  http://plurk.com/p/wyqow","0","1"
" I know that feeling.","0","0"
"never does  anything good school and rabbit it my life cycle dunno how to tune a giutar so i am stuffed","0","1"
"homework","0","0"
"Off to bed - I have a hot date with Sudoku and maybe a chapter or two reading if I can stay awake that long. Have a great night tweeps!","1","0"
" awww  thanks lol - ermm what happened to the studying !? ha ha","1","0"
"Just had an amazinq qirls-niqht-out. I quess its always qreat to have an excuse to wear tiny dresses & heels","1","0"
"Waiting for the dang pizza to cook. It`s almost 9 and we still have not eaten wifey fail. Did I mention I feel like ****","0","1"
"I was so hype about it being Friday & it raining outside..No rain all day... But its rainin when its time to kick-it..Mr Sun is trippin.","0","0"
"My poor andrew just had 2 of his wisdom teeth removed.  i wish he`ll get better fast.","1","0"
" yeah i did haha 3rd episode is up as well","0","0"
"getting my hair cut todayyyy! i`m nerrrvous","0","1"
" I don`t find this stuff amusing any more","0","1"
" thanks 4 the folow","1","0"
" congratulations!","1","0"
"phillies gamee with mama for mothers day","0","0"
"just bought a good chocolate and a magazine... Later I`ll play comanche 4... My good saturday","1","0"
"Its pouring and i have holes in my shoes","0","0"
" i did that but my INS wouldn`t pay for the therapy  so now i dk what to do!!","0","1"
"does not know hot twitter works","0","0"
" yea yea  im about to torture myself by doing a stanky leg marathon..ima do the dance for hrs til I can`t no mo","0","1"
"really sick and tired but my body`s resisting rest!","0","1"
" Itsurely will dear . in posted a presentation on Swine flu yest and it got 500 downloads in just a day!!i feels great","1","0"
"oh no its ok  they are coming on just now x]","0","0"
"Is sick. Staying home because that`s what Levy said to do.","0","1"
"I dont like this random gloomy weather","0","1"
"Yaay congrats Shmolan on graduating  I`m proud of you!! Have fun! <3","1","0"
"http://twitpic.com/4wsst - one of my models from a photo shoot.  stacey","0","0"
" Hey twit! Just watched poor Holly on Britains Got Talent  poor thing!! People are so mean - she only a 10 year old little girl!","0","1"
"Happy Mother`s Day - Happy Motherï¿½s Day  http://tumblr.com/xnx1qyn0j","1","0"
"Theres a spider above my bed  calming my fears by listening to greeeeen day<3","1","0"
" thanks buddi and it`s no problem  your my friend  yah i should post more pics of London! nothing much really u?","0","0"
"It is kind of lonely when nobody will answer their phone.","0","1"
